QuesId,SectionId,ContextId,Question,Answer,Reference
11,Book01_001,4,Question: How did the principal men and the people perceive the Pandavas?,"Answer: The principal men were pleased with the virtues and qualities displayed by the Pandavas. They respected Yudhishthira for his purity, Arjuna for his courage, Kunti for her submissive attention to her superiors, and Nakula and Sahadeva for their humility. The people rejoiced in the heroic virtues of the Pandavas.","Reference: ""The principal men were pleased with the purity of Yudhishthira, the courage of Arjuna, the submissive attention of Kunti to her superiors, and the humility of the twins, Nakula and Sahadeva; and all the people rejoiced in their heroic virtues."""
12,Book01_001,4,Question: What led to the conflict and the subsequent war between the Kshatriyas?,"Answer: Dhritarashtra, out of affection for his son Duryodhana, gave his consent to play a game of dice with the Pandavas. This decision was influenced by the ill advice of Kama, Sakuni, and Duryodhana. Vasudeva (Lord Krishna), although dissatisfied, did not prevent the disputes that arose from the game and other unjustifiable transactions. As a result, the Kshatriyas ended up killing each other in the terrible war that followed.","Reference: ""And it was represented to Dhritarashtra that his son, while partaking of various objects of enjoyment and diverse precious things, was becoming meagre, wan, and pale... And Dhritarashtra, some time after, out of affection for his son, gave his consent to their playing (with the Pandavas) at dice... in spite of Vidura, Bhishma, Drona, and Kripa, the son of Saradwan, he made the Kshatriyas kill each other in the terrific war that ensued.'"""
13,Book01_001,5,Question: When did Sanjaya lose hope of success according to the speaker?,"Answer: Sanjaya lost hope of success when he heard that Arjuna had pierced the curious mark in the arena and won the maiden Krishna, Draupadi, in front of the assembled princes. (Reference: ""When I heard that Arjuna, having bent the bow, had pierced the curious mark and brought it down to the ground, and bore away in triumph the maiden Krishna, in the sight of the assembled princes, then, O Sanjaya, I had no hope of success."")",
14,Book01_001,5,Question: What event led the speaker to lose hope of success involving the two heroes of the race of Vrishni?,"Answer: The marriage of Arjuna to Subhadra, a princess of the race of Madhu, in the city of Dwaraka, and the subsequent entry of Krishna and Balarama (the brothers of Subhadra) into Indraprastha without any resentment, caused the speaker to lose hope of success. (Reference: ""When I heard that Subhadra of the race of Madhu had, after forcible seizure, been married by Arjuna in the city of Dwaraka, and that the two heroes of the race of Vrishni (Krishna and Balarama, the brothers of Subhadra) without resenting it had entered Indraprastha as friends, then, O Sanjaya, I had no hope of success."")",
15,Book01_001,6,Question: When did the speaker lose hope of success upon hearing a particular incident involving Arjuna and a divine weapon?,"Answer: The speaker lost hope of success when he heard that Arjuna, in combat, pleased the god of gods, Tryambaka (the three-eyed) in the disguise of a hunter, and obtained the great weapon Pasupata. (Reference: ""When I heard that Arjuna, having, in combat, pleased the god of gods, Tryambaka (the three-eyed) in the disguise of a hunter, obtained the great weapon Pasupata, then O Sanjaya, I had no hope of success."")",
16,Book01_001,6,Question: What event caused the speaker to lose hope of success upon hearing about Arjuna's celestial achievements?,"Answer: The speaker lost hope of success upon hearing that Arjuna, after visiting the celestial regions, obtained celestial weapons from Indra himself. (Reference: ""When I heard that the just and renowned Arjuna, after having been to the celestial regions, had there obtained celestial weapons from Indra himself, then, O Sanjaya, I had no hope of success."")",
17,Book01_001,7,Question: Whom does Dhritarashtra lament as being destitute and deserving of pity?,"Answer: Dhritarashtra laments that Gandhari, who is without children, grandchildren, parents, brothers, and kindred, is deserving of pity. (Reference: ""'Alas! Gandhari, destitute of children, grandchildren, parents, brothers, and kindred, is to be pitied."")",
18,Book01_001,7,Question: How many individuals are reported to have survived the war according to Dhritarashtra?,"Answer: Dhritarashtra mentions that only ten individuals are reported to have survived the war: three from their side and seven from the Pandavas. (Reference: ""'Alas! I have heard that the war hath left only ten alive: three of our side, and the Pandavas, seven."")",
19,Book01_001,8,Question: What benefits does a person receive by reading even one foot of the Bharata with belief?,"Answer: By reading even one foot of the Bharata with belief, a person's sins are entirely purged away. (Reference: ""He that readeth even one foot, with belief, hath his sins entirely purged away."")",
20,Book01_001,8,Question: What happens to a person who constantly hears the recitation of the Introduction section of the Bharata?,"Answer: A person who constantly hears the recitation of the Introduction section of the Bharata, from the beginning, does not fall into difficulties. (Reference: ""The believer that constantly heareth recited this section of the Bharata, called the Introduction, from the beginning, falleth not into difficulties."")",
21,Book01_002,9,Question: What was the reason behind Rama forming five lakes of blood at Samanta-panchaka?,"Answer: Rama formed the lakes of blood at Samanta-panchaka as an offering to the manes of his ancestors and to seek absolution from the sins born of annihilating the Kshatriyas in anger. (Reference: ""And when that fiery meteor, by his own valour, annihilated the entire tribe of the Kshatriyas, he formed at Samanta-panchaka five lakes of blood."")",
22,Book01_002,9,Question: What is the composition of an Akshauhini?,"Answer: An Akshauhini consists of chariots, elephants, foot-soldiers, and horses. One Akshauhini comprises 21,870 chariots and elephants, 109,350 foot-soldiers, and 65,610 horses. (Reference: ""One chariot, one elephant, five foot-soldiers, and three horses form one Patti... O best of Brahmanas, according to this calculation were composed the eighteen Akshauhinis of the Kaurava and the Pandava army."")",
23,Book01_002,10,"Question: What is the first parva of the Bharata called, and what are the subsequent parvas mentioned after it?","Answer: The first parva is called Anukramanika. The subsequent parvas mentioned after it include Sangraha, Paushya, Pauloma, Astika, Adivansavatarana, Sambhava, Jatugrihadaha, Hidimbabadha, Baka-badha, Chitraratha, Swayamvara, Vaivahika, Viduragamana, Rajyalabha, Arjuna-banavasa, Subhadra-harana, Harana-harika, Khandava-daha, Maya-darsana, Sabha, Mantra, Jarasandha, Digvijaya, Raja-suyaka, Arghyaviharana, Sisupala-badha, Dyuta, Anudyuta, Aranyaka, and Krimira-badha, among others. (Reference: ""The first parva is called Anukramanika; the second, Sangraha; then Paushya; then Pauloma; the Astika; then Adivansavatarana. Then comes the Sambhava of wonderful and thrilling incidents..."")",
24,Book01_002,10,Question: What parva contains the story of the battle between Arjuna and Mahadeva in the guise of a hunter?,"Answer: The parva that contains the story of the battle between Arjuna and Mahadeva in the guise of a hunter is called Arjuna-vigamana. (Reference: ""The Arjuna-vigamana (the travels of Arjuna)..."")",
25,Book01_002,12,Question 1: What events are described in the Adi Parva of the Mahabharata?,"Answer 1: The Adi Parva contains various events such as the burning of the house of lac, the slaying of Hidimba, the destruction of the Asura Vaka, the Swayamvara of Draupadi, her marriage after the overthrow of rivals in war, the abduction of Subhadra, the burning of the Khandava forest, and the meeting with Maya the Asura-architect, among others.",
26,Book01_002,12,Question 2: What is described in the Sambhava Parva?,"Answer 2: The Sambhava Parva narrates the birth of various kings and heroes, including the sage Krishna Dwaipayana (Veda Vyasa), as well as the partial incarnations of deities, the generation of Danavas, Yakshas, serpents, Gandharvas, birds, and other creatures. It also covers the life and adventures of King Bharata, the progenitor of the Bharata dynasty, and the son born of Sakuntala in the hermitage of the ascetic Kanwa.",
27,Book01_002,12,Question 3: What significant events occur during Arjuna's journey in the Adi Parva?,"Answer 3: During Arjuna's journey in the Adi Parva, he meets Ulupi, the daughter of a Naga (serpent), visits sacred spots, and witnesses the birth of his son Vabhruvahana. He also rescues the five celestial damsels turned into alligators, meets Madhava (Krishna) on the holy spot called Prabhasa, and carries away Subhadra in a wonderful car incited by Krishna. Additionally, Arjuna burns the Khandava forest, rescues the architect Maya, and begets a son with the bird Sarngi.",
28,Book01_002,13,Questions: What is the name of the parva that describes the establishment of the grand hall by the Pandavas and their review of their retainers?,Answers: The name of the parva that describes the establishment of the grand hall by the Pandavas and their review of their retainers is Sabha or The Assembly.,References: The name of Sabha Parva is given in this sentence: “These constitute what has been called by Vyasa Sabha Parva.”
29,Book01_002,13,Questions: Who delivered the princes confined in the mountain-pass by Jarasandha?,"Answers: The princes confined in the mountain-pass by Jarasandha were delivered by Vasudeva, also known as Krishna.",References: The deliverance by Vasudeva is mentioned in this sentence: “the deliverance by Vasudeva of princes confined in mountain-pass.”
30,Book01_002,13,Questions: What was the cause of Duryodhana’s indignation and envy in the assembly?,Answers: The cause of Duryodhana’s indignation and envy in the assembly was his sight of the magnificent scale on which the arrangements had been made for the Rajasuya sacrifice by Yudhishthira.,References: The cause of Duryodhana’s indignation and envy is stated in this sentence: “Duryodhana’s sorrow and envy at sight of magnificent scale on which arrangements had been made.”
31,Book01_002,15,Questions: What is the fifth Parva called and what does it contain?,"Answers: The fifth Parva is called Udyoga, and it contains incidents related to war and peace.","References: ""Listen then to (the contents of) the fifth Parva which must be known as Udyoga."" - (Context)"
32,Book01_002,15,"Questions: Who did Duryodhana ask for assistance in the war, and what did Arjuna request?","Answers: Duryodhana asked for troops, while Arjuna requested Krishna's assistance as an unfighting counsellor.","References: ""Blind to his own interests, the foolish Duryodhana asked for the troops; while Arjuna solicited Krishna as an unfighting counsellor."" - (Context)"
33,Book01_002,15,"Questions: Who went as an envoy to the Pandavas from the Kauravas, and what did he convey?","Answers: Sanjaya went as an envoy to the Pandavas from the Kauravas, conveying the desire for peace.","References: ""Then is described how king Dhritarashtra of great prowess, having heard the word of the purohita of the Pandavas and the story of Indra's victory decided upon sending his purohita and ultimately despatched Sanjaya as envoy to the Pandavas from desire for peace."" - (Context)"
34,Book01_002,16,Questions: What incidents are narrated in the Bhishma Parva?,"Answers:The Bhishma Parva recounts the formation of the region known as Jambu, Yudhishthira's army's great depression, and the fierce ten-day battle. It also includes Krishna driving away Arjuna's compunction, Krishna's attempt to kill Bhishma, and Arjuna placing Shikandin before him to pierce Bhishma with arrows.","References: ""Then is recited the Bhishma Parva replete with wonderful incidents."" - (Context)"
35,Book01_002,16,Questions: What events are described in the Drona Parva?,"Answers: The Drona Parva features the installation of Drona as the commander of the army, Arjuna's retreat from the field, the death of Abhimanyu, and the destruction of the Sansaptakas. It also includes the discharge of the Narayana weapon by Aswatthaman and the recital of Krishna and Arjuna's glory by Vyasa.","References: ""Then is recited the wonderful Parva called Drona full of incidents."" - (Context)"
36,Book01_002,16,Questions: What is the content of the Karna Parva?,"Answers: The Karna Parva narrates the appointment of the king of Madra as Karna's charioteer, the fall of the Asura Tripura, and the mutual wrath between Karna and Salya. It also includes Bhima ripping open Dussasana's chest and drinking his blood, as well as Arjuna's slaying of Karna in single combat.","References: ""Then hath been recited the wonderful Parva called Salya."" - (Context)"
37,Book01_002,17,Questions: What incidents are described in the Sauptika Parva?,"Answers: The Sauptika Parva narrates the entry of Kritavarman, Kripa, and Aswatthaman into the battlefield after the departure of the Pandavas. It includes the slaughter of the Panchalas and Draupadi's distress. Aswatthaman attempts to kill the sleeping Panchalas but is stopped by Krishna and Arjuna. Krishna and Dwaipayana (Vyasa) curse Aswatthaman, and Pandava takes away the jewel from his head.","References: ""Then shall I describe the Parva called Sauptika of frightful incidents."" - (Context)"
38,Book01_002,17,Questions: What events take place in the Stri Parva?,"Answers: The Stri Parva depicts Dhritarashtra's anguish over the death of his children and his enmity towards Bhima. Vidura consoles Dhritarashtra and then describes their visit to the battlefield. The wives of the slain heroes lament, and Gandhari and Dhritarashtra become unconscious. Krishna pacifies Gandhari, and the bodies of the deceased princes are cremated. The Parva also includes the revelation of Karna as Kunti's secret son.","References: ""After this hath been recited the highly pathetic Parva called Stri."" - (Context)"
39,Book01_002,17,Questions: What is the content of the Santi Parva?,"Answers: The Santi Parva portrays Yudhishthira's despondency after killing his relatives. Bhishma, lying on a bed of arrows, imparts knowledge about various duties and systems. The Parva covers emergency duties, the path to final emancipation, and the understanding of consummate knowledge. It consists of 339 sections and contains 14,732 slokas.","References: ""Twelfth in number cometh the Santi Parva."" - (Context)"
40,Book01_002,18,Questions: What is described in the Anusasana Parva?,"Answers: The Anusasana Parva describes how Yudhishthira reconciles with himself after listening to Bhishma's exposition of duties. It covers rules, Dharma, Artha, charity, qualifications of donees, and the supreme importance of truth. The Parva also explores individual duties, conduct, the merit of Brahmanas and kine, and the mysteries of duties in relation to time and place.","References: ""Next in order is the excellent Anusasana Parva."" - (Context)"
41,Book01_002,18,Questions: What events take place in the Aswamedhika Parva?,"Answers: The Aswamedhika Parva tells the story of Samvarta and Marutta, the discovery of golden treasuries by the Pandavas, and the birth of Parikshit who was revived by Krishna. It includes the battles fought by Arjuna while following the sacrificial horse, his encounter with Vabhruvahana, and the story of the mongoose during the horse-sacrifice.","References: ""Then comes the fourteenth Parva Aswamedhika."" - (Context)"
42,Book01_002,18,Questions: What happens in the Maushala Parva?,"Answers: The Maushala Parva depicts the tragic events that unfold among the Vrishni clan. Due to a curse, the Vrishnis, including Balarama and Krishna, kill each other on the shores of the Salt Sea. Arjuna witnesses the destruction of his clan, arranges the funeral of the deceased, and faces calamities on his journey from Dwaraka. Depressed, Arjuna seeks permission from Yudhishthira to adopt the Sannyasa mode of life.","References: ""After this, you know, comes the Maushala of painful incidents."" - (Context)"
43,Book01_003,20,Question 1: Who were the brothers of Janamejaya attending his long sacrifice on the plains of Kurukshetra? ,"Answer 1: The brothers of Janamejaya attending his long sacrifice on the plains of Kurukshetra were Srutasena, Ugrasena, and Bhimasena. ","Reference 1: “Janamejaya, the son of Parikshit, was, with his brothers, attending his long sacrifice on the plains of Kurukshetra. His brothers were three, Srutasena, Ugrasena, and Bhimasena.”"
44,Book01_003,20,Question 2: Who was belaboured by the brothers of Janamejaya? ,Answer 2: An offspring of Sarama (the celestial bitch) was belaboured by the brothers of Janamejaya. ,"Reference 2: “There arrived at the spot an offspring of Sarama (the celestial bitch). And belaboured by the brothers of Janamejaya, he ran away to his mother, crying in pain.”"
45,Book01_003,20,Question 3: What did Sarama say to Janamejaya and his brothers when she arrived at the spot where they were at his long-extending sacrifice? ,"Answer 3: Sarama addressed Janamejaya in anger and said, “This my son hath committed no fault: he hath not looked upon your sacrificial butter, nor hath he touched it with his tongue. Wherefore hath he been beaten?” They said not a word in reply; whereupon she said, “As ye have beaten my son who hath committed no fault, therefore shall evil come upon ye, when ye least expect it.” ","Reference 3: “And she addressed Janamejaya in anger, saying, ‘This my son hath committed no fault: he hath not looked upon your sacrificial butter, nor hath he touched it with his tongue. Wherefore hath he been beaten?’ They said not a word in reply; whereupon she said, ‘As ye have beaten my son who hath committed no fault, therefore shall evil come upon ye, when ye least expect it.’”"
46,Book01_003,21,Question 1: Who was Upamanyu’s preceptor? ,Answer 1: Ayoda-Dhaumya was Upamanyu’s preceptor. ,Reference 1: “The name of another of Ayoda-Dhaumya’s disciples was Upamanyu.”
47,Book01_003,21,Question 2: What did Upamanyu’s preceptor say to him when he saw him in good condition of body? ,"Answer 2: Upamanyu’s preceptor asked him, “Upamanyu, my child, upon what dost thou support thyself? Thou art exceedingly plump.” ","Reference 2: “And his preceptor seeing him in good condition of body asked him, ‘Upamanyu, my child, upon what dost thou support thyself? Thou art exceedingly plump.’”"
48,Book01_003,21,Question 3: What did Upamanyu’s preceptor say to him when he took from him even the whole of what he obtained in alms? ,"Answer 3: Upamanyu’s preceptor said to him, “This is not the way in which thou shouldst obey the preceptor. By this thou art diminishing the support of others that live by begging. Truly having supported thyself so, thou hast proved thyself covetous.” ","Reference 3: “And his preceptor then replied, ‘This is not the way in which thou shouldst obey the preceptor. By this thou art diminishing the support of others that live by begging. Truly having supported thyself so, thou hast proved thyself covetous.’”"
49,Book01_004,74,Question: Who was the son of Lomaharshana who narrated the history of Utanka to the Rishis in the forest of Naimisha? ,Answer: Ugrasrava Sauti was the son of Lomaharshana who narrated the history of Utanka to the Rishis in the forest of Naimisha. ,"Reference: “UGRASRAVA SAUTI, the son of Lomaharshana…he addressed them with joined hands thus, ‘I have graphically described to you the history of Utanka…’”"
50,Book01_004,75,Question: What did Saunaka do after he came back to the place of sacrifice? ,Answer: Saunaka spoke to Sauti and the assembly of saints of rigid vows who were sitting at ease. ,"Reference: “And when Saunaka was seated in the midst of the Ritwiks and Sadhyas, who were also in their seats, he spake as followeth.”"
51,Book01_005,76,Question: Why was the son of Bhrigu named Chyavana? ,Answer: Saunaka asked Sauti why the illustrious son of Bhrigu was named Chyavana. ,"Reference: “Saunaka said, ‘O son of Suta, I ask thee why the illustrious son of Bhrigu was named Chyavana. Do tell me all.’”"
52,Book01_005,77,Question: Who was Puloma and what happened to her? ,"Answer: Puloma was the wife of Bhrigu whom he dearly loved. She was carried away by the Rakshasa called Puloma who had been betrothed to her by her father himself, although the former subsequently bestowed her, according to due rites, on Bhrigu. ","Reference: “‘Bhrigu had a wife named Puloma whom he dearly loved. She became big with child by Bhrigu. And one day while the virtuous continent Puloma was in that condition, Bhrigu, great among those that are true to their religion, leaving her at home went out to perform his ablutions. It was then that the Rakshasa called Puloma came to Bhrigu’s abode…’”"
53,Book01_005,78,Question 1: What did the Rakshasa ask the god of fire repeatedly? ,Answer 1: The Rakshasa asked the god of fire repeatedly whether the woman he had carried away was rightfully the wife of Bhrigu or himself. ,"Reference 1: “The Rakshasa then asked the flaming element ‘Tell me, O Agni, whose wife this woman rightfully is…This lady of superior complexion had been first accepted by me as wife, but her father subsequently bestowed her on the false Bhrigu. Tell me truly if this fair one can be regarded as the wife of Bhrigu…’”"
54,Book01_005,78,Question 2: Why did the god of fire not answer the Rakshasa’s question? ,Answer 2: The god of fire did not answer the Rakshasa’s question because he was afraid to return an answer. ,Reference 2: “And the god was afraid to return an answer.”
55,Book01_005,79,Question: What did the god of fire say to the Rakshasa about the status of Puloma as Bhrigu’s wife? ,"Answer: The god of fire said to the Rakshasa that Puloma was indeed first chosen by him, but she was not taken by him with holy rites and invocations. He said that Puloma was bestowed by her father on Bhrigu as a gift from desire of blessing and that she was duly made by Bhrigu his wife with Vedic rites in his presence. ","Reference: “‘This Puloma was, indeed, first chosen by thee, O Rakshasa, but she was not taken by thee with holy rites and invocations. But this far-famed lady was bestowed by her father on Bhrigu as a gift from desire of blessing. She was not bestowed on thee O Rakshasa, this lady was duly made by the Rishi Bhrigu his wife with Vedic rites in my presence.’”"
56,Book01_006,80,Question 1: What happened to the Rakshasa when he saw the infant Chyavana drop from his mother’s womb? ,"Answer 1: The Rakshasa quitted his grasp of the woman, fell down and was instantly converted into ashes. ","Reference 1: “Then the child of Bhrigu lying in her body enraged at such violence, dropped from his mother’s womb, for which he obtained the name of Chyavana. And the Rakshasa perceiving the infant drop from the mother’s womb, shining like the sun, quitted his grasp of the woman, fell down and was instantly converted into ashes.”"
57,Book01_006,80,Question 2: What did Brahma name the river that was formed by the tears of Pauloma? ,Answer 2: Brahma named the river Vadhusara. ,"Reference 2: “And the Grandfather of the worlds seeing that river follow the path of his son’s wife gave it a name himself, and he called it Vadhusara.”"
58,Book01_006,81,Question: What was the curse that Bhrigu gave to Agni for identifying his wife to the Rakshasa? ,Answer: The curse that Bhrigu gave to Agni was that he would eat of all things. ,"Reference: “And in excess of passion the Rishi cursed Agni, saying, ‘Thou shalt eat of all things.’”"
59,Book01_007,83,Question 1: What did Agni say was the consequence of a witness who misrepresented a fact of which he had knowledge? ,Answer 1: Agni said that a witness who misrepresented a fact of which he had knowledge would ruin his ancestors and descendants both to the seventh generation. ,"Reference 1: “A witness who when interrogated about a fact of which he hath knowledge, representeth otherwise than it is, ruineth his ancestors and descendants both to the seventh generation.”"
60,Book01_007,83,Question 2: How did Agni multiply himself by his ascetic power? ,"Answer 2: Agni multiplied himself by his ascetic power and was present in various forms, in places of the daily homa, at sacrifices extending for years, in places where holy rites are performed, and at other sacrifices. ","Reference 2: “Having, by ascetic power, multiplied myself, I am present in various forms, in places of the daily homa, at sacrifices extending for years, in places where holy rites are performed (such as marriage, etc.), and at other sacrifices.”"
61,Book01_007,83,Question 3: Why did Agni call himself the mouth of the Devas and the Pitris? ,Answer 3: Agni called himself the mouth of the Devas and the Pitris because they ate what was poured upon him as clarified butter at the sacrifices. ,Reference 3: “The Devas and the Pitris eat what is poured upon me. I am therefore called the mouth of the Devas and the Pitris.”
62,Book01_007,84,Question 1: Why did the Rishis and the gods go to the presence of Brahma? ,Answer 1: The Rishis and the gods went to the presence of Brahma because they were anxious about the curse on Agni and the consequent interruption of all ceremonies. ,"Reference 1: “The Rishis in great anxiety went to the gods and addressed them thus, ‘Ye immaculate beings! The three regions of the universe are confounded at the cessation of their sacrifices and ceremonies in consequence of the loss of fire! Ordain what is to be done in tins matter, so that there may be no loss of time.’ Then the Rishis and the gods went together to the presence of Brahma. And they represented to him all about the curse on Agni and the consequent interruption of all ceremonies.”"
63,Book01_007,84,Question 2: What did Brahma say to Agni when he summoned him to his presence? ,"Answer 2: Brahma addressed Agni as the creator, preserver, and destroyer of the worlds and the promoter of all sacrifices and ceremonies. He asked him to behave himself so that ceremonies be not interrupted. He also asked him why he acted so foolishly, being the Lord of all. ","Reference 2: “And Brahma addressed Agni, the creator of all and eternal as himself, in these gentle words, ‘Thou art the creator of the worlds and thou art their destroyer! Thou preserves! the three worlds and thou art the promoter of all sacrifices and ceremonies! Therefore behave thyself so that ceremonies be not interrupted. And, O thou eater of the sacrificial butter, why dost thou act so foolishly, being, as thou art, the Lord of all?’”"
