QuesId,SectionId,ContextId,Question,Answer,Reference
45,Book01_03,20,Question 3: What did Sarama say to Janamejaya and his brothers when she arrived at the spot where they were at his long-extending sacrifice? ,"Answer 3: Sarama addressed Janamejaya in anger and said, “This my son hath committed no fault: he hath not looked upon your sacrificial butter, nor hath he touched it with his tongue. Wherefore hath he been beaten?” They said not a word in reply; whereupon she said, “As ye have beaten my son who hath committed no fault, therefore shall evil come upon ye, when ye least expect it.” ","Reference 3: “And she addressed Janamejaya in anger, saying, ‘This my son hath committed no fault: he hath not looked upon your sacrificial butter, nor hath he touched it with his tongue. Wherefore hath he been beaten?’ They said not a word in reply; whereupon she said, ‘As ye have beaten my son who hath committed no fault, therefore shall evil come upon ye, when ye least expect it.’”"
46,Book01_03,21,Question 1: Who was Upamanyu’s preceptor? ,Answer 1: Ayoda-Dhaumya was Upamanyu’s preceptor. ,Reference 1: “The name of another of Ayoda-Dhaumya’s disciples was Upamanyu.”
47,Book01_03,21,Question 2: What did Upamanyu’s preceptor say to him when he saw him in good condition of body? ,"Answer 2: Upamanyu’s preceptor asked him, “Upamanyu, my child, upon what dost thou support thyself? Thou art exceedingly plump.” ","Reference 2: “And his preceptor seeing him in good condition of body asked him, ‘Upamanyu, my child, upon what dost thou support thyself? Thou art exceedingly plump.’”"
48,Book01_03,21,Question 3: What did Upamanyu’s preceptor say to him when he took from him even the whole of what he obtained in alms? ,"Answer 3: Upamanyu’s preceptor said to him, “This is not the way in which thou shouldst obey the preceptor. By this thou art diminishing the support of others that live by begging. Truly having supported thyself so, thou hast proved thyself covetous.” ","Reference 3: “And his preceptor then replied, ‘This is not the way in which thou shouldst obey the preceptor. By this thou art diminishing the support of others that live by begging. Truly having supported thyself so, thou hast proved thyself covetous.’”"
49,Book01_04,74,Question: Who was the son of Lomaharshana who narrated the history of Utanka to the Rishis in the forest of Naimisha? ,Answer: Ugrasrava Sauti was the son of Lomaharshana who narrated the history of Utanka to the Rishis in the forest of Naimisha. ,"Reference: “UGRASRAVA SAUTI, the son of Lomaharshana…he addressed them with joined hands thus, ‘I have graphically described to you the history of Utanka…’”"
50,Book01_04,75,Question: What did Saunaka do after he came back to the place of sacrifice? ,Answer: Saunaka spoke to Sauti and the assembly of saints of rigid vows who were sitting at ease. ,"Reference: “And when Saunaka was seated in the midst of the Ritwiks and Sadhyas, who were also in their seats, he spake as followeth.”"
51,Book01_05,76,Question: Why was the son of Bhrigu named Chyavana? ,Answer: Saunaka asked Sauti why the illustrious son of Bhrigu was named Chyavana. ,"Reference: “Saunaka said, ‘O son of Suta, I ask thee why the illustrious son of Bhrigu was named Chyavana. Do tell me all.’”"
52,Book01_05,77,Question: Who was Puloma and what happened to her? ,"Answer: Puloma was the wife of Bhrigu whom he dearly loved. She was carried away by the Rakshasa called Puloma who had been betrothed to her by her father himself, although the former subsequently bestowed her, according to due rites, on Bhrigu. ","Reference: “‘Bhrigu had a wife named Puloma whom he dearly loved. She became big with child by Bhrigu. And one day while the virtuous continent Puloma was in that condition, Bhrigu, great among those that are true to their religion, leaving her at home went out to perform his ablutions. It was then that the Rakshasa called Puloma came to Bhrigu’s abode…’”"
53,Book01_05,78,Question 1: What did the Rakshasa ask the god of fire repeatedly? ,Answer 1: The Rakshasa asked the god of fire repeatedly whether the woman he had carried away was rightfully the wife of Bhrigu or himself. ,"Reference 1: “The Rakshasa then asked the flaming element ‘Tell me, O Agni, whose wife this woman rightfully is…This lady of superior complexion had been first accepted by me as wife, but her father subsequently bestowed her on the false Bhrigu. Tell me truly if this fair one can be regarded as the wife of Bhrigu…’”"
54,Book01_05,78,Question 2: Why did the god of fire not answer the Rakshasa’s question? ,Answer 2: The god of fire did not answer the Rakshasa’s question because he was afraid to return an answer. ,Reference 2: “And the god was afraid to return an answer.”
55,Book01_05,79,Question: What did the god of fire say to the Rakshasa about the status of Puloma as Bhrigu’s wife? ,"Answer: The god of fire said to the Rakshasa that Puloma was indeed first chosen by him, but she was not taken by him with holy rites and invocations. He said that Puloma was bestowed by her father on Bhrigu as a gift from desire of blessing and that she was duly made by Bhrigu his wife with Vedic rites in his presence. ","Reference: “‘This Puloma was, indeed, first chosen by thee, O Rakshasa, but she was not taken by thee with holy rites and invocations. But this far-famed lady was bestowed by her father on Bhrigu as a gift from desire of blessing. She was not bestowed on thee O Rakshasa, this lady was duly made by the Rishi Bhrigu his wife with Vedic rites in my presence.’”"
56,Book01_06,80,Question 1: What happened to the Rakshasa when he saw the infant Chyavana drop from his mother’s womb? ,"Answer 1: The Rakshasa quitted his grasp of the woman, fell down and was instantly converted into ashes. ","Reference 1: “Then the child of Bhrigu lying in her body enraged at such violence, dropped from his mother’s womb, for which he obtained the name of Chyavana. And the Rakshasa perceiving the infant drop from the mother’s womb, shining like the sun, quitted his grasp of the woman, fell down and was instantly converted into ashes.”"
57,Book01_06,80,Question 2: What did Brahma name the river that was formed by the tears of Pauloma? ,Answer 2: Brahma named the river Vadhusara. ,"Reference 2: “And the Grandfather of the worlds seeing that river follow the path of his son’s wife gave it a name himself, and he called it Vadhusara.”"
58,Book01_06,81,Question: What was the curse that Bhrigu gave to Agni for identifying his wife to the Rakshasa? ,Answer: The curse that Bhrigu gave to Agni was that he would eat of all things. ,"Reference: “And in excess of passion the Rishi cursed Agni, saying, ‘Thou shalt eat of all things.’”"
59,Book01_07,83,Question 1: What did Agni say was the consequence of a witness who misrepresented a fact of which he had knowledge? ,Answer 1: Agni said that a witness who misrepresented a fact of which he had knowledge would ruin his ancestors and descendants both to the seventh generation. ,"Reference 1: “A witness who when interrogated about a fact of which he hath knowledge, representeth otherwise than it is, ruineth his ancestors and descendants both to the seventh generation.”"
60,Book01_07,83,Question 2: How did Agni multiply himself by his ascetic power? ,"Answer 2: Agni multiplied himself by his ascetic power and was present in various forms, in places of the daily homa, at sacrifices extending for years, in places where holy rites are performed, and at other sacrifices. ","Reference 2: “Having, by ascetic power, multiplied myself, I am present in various forms, in places of the daily homa, at sacrifices extending for years, in places where holy rites are performed (such as marriage, etc.), and at other sacrifices.”"
61,Book01_07,83,Question 3: Why did Agni call himself the mouth of the Devas and the Pitris? ,Answer 3: Agni called himself the mouth of the Devas and the Pitris because they ate what was poured upon him as clarified butter at the sacrifices. ,Reference 3: “The Devas and the Pitris eat what is poured upon me. I am therefore called the mouth of the Devas and the Pitris.”
62,Book01_07,84,Question 1: Why did the Rishis and the gods go to the presence of Brahma? ,Answer 1: The Rishis and the gods went to the presence of Brahma because they were anxious about the curse on Agni and the consequent interruption of all ceremonies. ,"Reference 1: “The Rishis in great anxiety went to the gods and addressed them thus, ‘Ye immaculate beings! The three regions of the universe are confounded at the cessation of their sacrifices and ceremonies in consequence of the loss of fire! Ordain what is to be done in tins matter, so that there may be no loss of time.’ Then the Rishis and the gods went together to the presence of Brahma. And they represented to him all about the curse on Agni and the consequent interruption of all ceremonies.”"
