Section_Id,Chunk_Id,Chunk,Chunk_Letters,Chunk_Words,Chunk_Approx_Tokens
Book03_281,740,"troop and dismissed them quietly. And having quartered his troops in those woods that skirted the city, Rama then sent the monkey Angada with great wisdom as his envoy to Ravana.""",179,31,41.0
Book03_283,742,"Section CCLXXXIII
""Markandeya said, 'And while those troops (thus withdrawn) were reposing themselves in their quarters, many little Rakshasas and Pisachas owning Ravana as their leader, penetrated amongst them. And among these were Parvana, Patana, Jambha, Khara, Krodha-vasa, Hari, Praruja, Aruja and Praghasa, and others. And as these wicked ones were penetrating (the monkey host) in their invisible forms, Vibhishana, who had the knowledge thereof, broke the spell of their invisibility. And once seen, O king, by the powerful and long-leaping monkeys, they were all slain and prostrated on the earth, deprived of life. And unable to endure this, Ravana marched out at the head of his troops. And surrounded by his terrible army of Rakshasas and Pisachas, Ravana who was conversant with the rules of warfare like a second Usanas invested the monkey host, having disposed his troops in that array which is named after Usanas himself. And beholding Ravana advancing with his army disposed in that array, Rama, following the mode recommended by Vrihaspati, disposed his troops in counter array for opposing that wanderer of the night. And coming up quickly, Ravana began to fight with Rama. And Lakshmana singled out Indrajit, and Sugriva singled out Virupakshya, and Nikharvata fought with Tara, and Nala with Tunda, and Patusa with Panasa. And each warrior, advancing up to him whom he regarded as his match, began to fight with him on that field of battle, relying on the strength of his own arms, and that encounter, so frightful to timid persons, soon became terrible and fierce like that between the gods and the Asuras in the days of old. And Ravana covered Rama with a shower of darts and lances and swords, and Rama also afflicted Ravana with his whetted arrows of iron furnished with the sharpest points, and in the same way Lakshmana smote the contending Indrajit with arrows capable of penetrating into the most vital parts and Indrajit also smote Sumitra's son with an arrowy shower. And Vibhishana showered upon Prahasta and Prahasta showered upon Vibhishana, without any regard for each other a thick downpour of winged arrows furnished with the sharpest points. And thus between those mighty warriors there came about an encounter of celestial weapons of great force, at which the three worlds with their mobile and immobile creatures were sorely distressed.""",2377,385,512.0
Book03_290,750,"Section CCLXL
""Markandeya said, 'It was thus, O mighty-armed one, that Rama of immeasurable energy had suffered of old such excessive calamity in consequence of his exile in the woods! O tiger among men, do not grieve, for, O chastiser of foes, thou art Kshatriya! Thou too treadest in the path in which strength of arms is to be put forth,--the path that leadeth to tangible rewards. Thou hast not even a particle of sin. Even the celestials with Indra at their head, and the Asuras have to tread in the path that is trod by thee! It was after such afflictions that the wielder of the thunderbolt, aided by the Maruts, slew Vritra, and the invincible Namuchi and the Rakshasi of long tongue! He that hath assistance, always secureth the accomplishment of all his purposes! What is that which cannot be vanquished in battle by him that hath Dhananjaya for his brother? This Bhima, also, of terrible prowess, is the foremost of mighty persons. The heroic and youthful sons of Madravati again are mighty bowmen. With allies such as these, why dost thou despair, O chastiser of foes? These are capable of vanquishing the army of the wielder himself of the thunderbolt with the Maruts in the midst. Having these mighty bowmen of celestial forms for thy allies, thou, O bull of Bharata race, art sure to conquer in battle all thy foes! Behold, this Krishna, the daughter of Drupada, forcibly abducted by the wicked-minded Saindhava from pride of strength and energy, hath been brought back by these mighty warriors after achieving terrible feats! Behold, king Jayadratha was vanquished and lay powerless before thee! The princess of Videha was rescued with almost no allies by Rama after the slaughter in battle of the Ten-necked Rakshasa of terrible prowess! Indeed, the allies of Rama (in that contest) were monkeys and black-faced bears, creatures that were not even human! Think of all this, O king in thy mind! Therefore, O foremost of Kurus, grieve not for all (that hath occurred), O bull of the Bharata race! Illustrious persons like thee never indulge in sorrow, O smiter of foes!'
Vaisampayana continued, ""It was thus that the king was comforted by Markandeya. And then that high-souled one, casting off his sorrows, once more spoke unto Markandeya.""",2255,381,507.0
Book03_293,753,"Section CCLXLIII
""Markandeya said, 'Having pondered over these words (of Narada) about his daughter's marriage, the king began to make arrangements about the nuptials. And summoning all the old Brahmanas, and Ritwijas together with the priests, he set out with his daughter on an auspicious day. And arriving at the asylum of Dyumatsena in the sacred forest, the king approached the royal sage on foot, accompanied by the twice-born ones. And there he beheld the blind monarch of great wisdom seated on a cushion of Kusa grass spread under Sala tree. And after duly reverencing the royal sage, the king in an humble speech introduced himself. Thereupon, offering him the Arghya, a seat, and a cow, the monarch asked his royal guest,--Wherefore is this visit?--Thus addressed the king disclosed everything about his intentions and purpose with reference to Satyavan. And Aswapati said, 'O royal sage, this beautiful girl is my daughter named Savitri. O thou versed in morality, do thou, agreeably to the customs of our order, take her from me as thy daughter-in-law!' Hearing these words, Dyumatsena said, 'Deprived of kingdom, and taking up our abode in the woods, we are engaged in the practice of virtue as ascetics with regulated lives. Unworthy of a forest life, how will thy daughter, living in the sylvan asylum, bear this hardship?' Aswapati said, 'When my daughter knoweth, as well as myself, that happiness and misery come and go (without either being stationary), such words as these are not fit to be used towards one like me! O king, I have come hither, having made up my mind! I have bowed to thee from friendship; it behoveth thee not, therefore, to destroy my hope! It behoveth thee not, also, to disregard me who, moved by love, have come to thee! Thou art my equal and fit for an alliance with me, as indeed, I am thy equal and fit for alliance with thee! Do thou, therefore, accept my daughter for thy daughter-in-law and the wife of the good Satyavan!' Hearing these words Dyumatsena said, 'Formerly I had desired an alliance with thee. But I hesitated, being subsequently deprived of my kingdom. Let this wish, therefore, that I had formerly entertained, be accomplished this very day. Thou art, indeed, a welcome guest to me!'
""Then summoning all the twice-born ones residing in the hermitages of that forest, the two kings caused the union to take place with due rites. And having bestowed his daughter with suitable robes and ornaments, Aswapati went back to his abode in great joy. And Satyavan, having obtained a wife possessed of every accomplishment, became highly glad, while she also rejoiced exceedingly upon having gained the husband after her own heart. And when her father had departed, she put off all her ornaments, and clad herself in barks and cloths dyed in red. And by her services and virtues, her tenderness and self-denial, and by her agreeable offices unto all, she pleased everybody. And she gratified her mother-in-law by attending to her person and by covering her with robes and ornaments. And she gratified her father-in-law by worshipping him as a god and controlling her speech. And she pleased her husband by her honeyed speeches, her skill in every kind of work, the evenness of her temper, and by the indications of her love in private. And thus, O Bharata, living in the asylum of those pious dwellers of the forest, they continued for some time to practise ascetic austerities. But the words spoken by Narada were present night and day in the mind of the sorrowful Savitri.'""",3530,597,794.0
Book03_295,755,"Section CCLXLV
""Markandeya said, The powerful Satyavan then, accompanied by his wife, plucked fruits and filled his wallet with them. And he then began to fell branches of trees. And as he was hewing them, he began to perspire. And in consequence of that exercise his head began to ache. And afflicted with toil, he approached his beloved wife, and addressed her, saying, 'O Savitri, owing to this hard exercise my head acheth, and all my limbs and my heart also are afflicted sorely! O thou of restrained speech, I think myself unwell, I feel as if my head is being pierced with numerous darts. Therefore, O auspicious lady, I wish to sleep, for I have not the power to stand.' Hearing these words, Savitri quickly advancing, approached her husband, and sat down upon the ground, placing his head upon her lap. And that helpless lady, thinking of Narada's words, began to calculate the (appointed) division of the day, the hour, and the moment. The next moment she saw a person clad in red attire with his head decked with a diadem. And his body was of large proportions and effulgent as the Sun. And he was of a darkish hue, had red eyes, carried a noose in his hand, and was dreadful to behold. And he was standing beside Satyavan and was steadfastly gazing at him. And seeing him, Savitri gently placed her husband's head on the ground, and rising suddenly, with a trembling heart, spake these words in distressful accents, 'Seeing this thy superhuman form, I take thee to be a deity. If thou will, tell me, O chief of the gods, who thou art and what also thou intendst to do!' Thereat, Yama replied, 'O Savitri, thou art ever devoted to thy husband, and thou art also endued with ascetic merit. It is for this reason that I hold converse with thee. Do thou, O auspicious one, know me for Yama. This thy lord Satyavan, the son of a king, hath his days run out. I shall, therefore, take him away binding him in this noose. Know this to be my errand!' At these words Savitri said, 'I had heard that thy emissaries come to take away mortals, O worshipful one! Why then, O lord, hast thou come in person?'",2105,382,508.0
Book03_295,758,"""Markandeya continued, 'Having said this, that virtuous youth who loved and revered his parents, afflicted with grief held up his arms and began to lament in accents of woe. And seeing her lord overwhelmed with sorrow the virtuous Savitri wiped away the tears from his eyes and said, 'If I have observed austerities, and have given away in charity, and have performed sacrifice, may this night be for the good of my father-in-law, mother-in-law and husband! I do not remember having told a single falsehood, even in jest. Let my father-in-law and mother-in-law hold their lives by virtue of the truth!' Satyavan said, 'I long for the sight of my father and mother! Therefore, O Savitri, proceed without delay. O beautiful damsel, I swear by my own self that if I find any evil to have befallen my father and mother, I will not live. If thou hast any regard for virtue, if thou wishest me to live, if it is thy duty to do what is agreeable to me, proceed thou to the hermitage!' The beautiful Savitri then rose and tying up her hair, raised her husband in her arms. And Satyavan having risen, rubbed his limbs with his hands. And as he surveyed all around, his eyes fell upon his wallet. Then Savitri said unto him, 'Tomorrow thou mayst gather fruits. And I shall carry thy axe for thy ease.' Then hanging up the wallet upon the bough of a tree, and taking up the axe, she re-approached her husband. And that lady of beautiful thighs, placing her husband's left arm upon her left shoulder, and embracing him with her right arms, proceeded with elephantic gait. Then Satyavan said, 'O timid one, by virtue of habit, the (forest) paths are known to me. And further, by the light of the moon between the trees, I can see them. We have now reached the same path that we took in the morning for gathering fruits. Do thou, O auspicious one, proceed by the way that we had come: thou needst not any longer feel dubious about our path. Near that tract overgrown with Palasa tree, the way diverges into two. Do thou proceed along the path that lies to the north of it. I am now well and have got back my strength. I long to see my father and mother!' Saying this Satyavan hastily proceeded towards the hermitage.'""",2204,400,532.0
Book03_297,760,"Section CCLXLVII
""Markandeya continued, 'When the night had passed away, and the solar orb had risen, those ascetics, having performed their morning rites, assembled together. And although those mighty sages again and again spake unto Dyumatsena of the high fortune of Savitri, yet they were never satisfied. And it so happened, O king, that there came to that hermitage a large body of people from Salwa. And they brought tidings of the enemy of Dyumatsena having been slain by his own minister. And they related unto him all that had happened, viz., how having heard that the usurper had been slain with all his friends and allies by his minister, his troops had all fled, and how all the subjects had become unanimous (on behalf of their legitimate king), saying, 'Whether possessed of sight or not, even he shall be our king!' And they said, 'We have been sent to thee in consequence of that resolve. This car of thine, and this army also consisting of four kinds of forces, have arrived for thee! Good betide thee, O King! Do thou come! Thou hast been proclaimed in the city. Do thou for ever occupy the station belonging to thy lather and grand-father!' And beholding the king possessed of sight and able-bodied, they bowed down their heads, their eyes expanded with wonder. Then having worshipped those old and Brahmanas dwelling in the hermitage and honoured by them in return, the king set out for his city. And surrounded by the soldiers, Saivya also accompanied by Savitri, went in a vehicle furnished with shining sheets and borne on the shoulders of men. Then the priests with joyful hearts installed Dyumatsena on the throne with his high-souled son as prince-regent. And after the lapse of a long time, Savitri gave birth to a century of sons, all warlike and unretreating from battle, and enhancing the fame of Salwa's race. And she also had a century of highly powerful uterine brothers born unto Aswapati, the lord of the Madras, by Malavi. Thus, O son of Pritha, did Savitri raise from pitiable plight to high fortune, herself, and her father and mother, her father-in-law and mother-in-law, as also the race of her husband. And like that gentle lady Savitri, the auspicious daughter of Drupada, endued with excellent character, will rescue you all.""
Vaisampayana said, ""Thus exhorted by that high-souled sage, the son of Pandu, O king, with his mind free from anxiety, continued to live in the forest of Kamyaka. The man that listeneth with reverence to the excellent story of Savitri, attaineth to happiness, and success in everything, and never meeteth with misery!""",2588,437,581.0
Book03_299,762,"Section CCLXLIX
""Surya said, 'Never do, O Karna, anything that is harmful to thy self and thy friends; thy sons, thy wives, thy father, and thy mother; O thou best of those that bear life, people desire renown (in this world) and lasting fame in heaven, without wishing to sacrifice their bodies. But as thou desirest undying fame at the expense of thy life, she will, without doubt, snatch away thy life! O bull among men, in this world, the father, the mother, the son, and other relatives are of use only to him that is alive. O tiger among men, as regard kings, it is only when they are alive that prowess can be of any use to them. Do thou understand this? O thou of exceeding splendour, fame is for the good of these only that are alive! Of what use is fame to the dead whose bodies have been reduced to ashes? One that is dead cannot enjoy renown. It is only when one is alive that one can enjoy it. The fame of one that is dead is like a garland of flowers around the neck of a corpse. As thou reverest me, I tell thee this for thy benefit, because thou art a worshipper of mine! They that worship me are always protected by me. That also is another reason for my addressing thee thus! Thinking again, O mighty-armed one, that this one revereth me with great reverence, I have been inspired with love for thee! Do thou, therefore, act according to my words! There is, besides some profound mystery in all this, ordained by fate. It is for this, that I tell thee so. Do thou act without mistrust of any kind! O bull among men, it is not fit for thee to know this which is a secret to the very gods. Therefore, I do not reveal that secret unto thee. Thou wilt, however, understand it in time. I repeat what I have already said. Do thou, O Radha's son, lay my words to heart! When the wielder of the thunder-bolt asketh thee for them, do thou never give him thy ear-rings! O thou of exceeding splendour, with thy handsome ear-rings, thou lookest beautiful, even like the Moon himself in the clear firmament, between the Visakha constellation! Dost thou know that fame availeth only the person that is living. Therefore, when the lord of the celestials will ask the ear-rings, thou shouldst, O son, refuse him! Repeating again and again answers fraught with various reasons, thou wilt, O sinless one, be able to remove the eagerness of the lord of the celestial for the possession of the ear-rings. Do thou, O Karna, after Purandara's purpose by urging answers fraught with reason and grave import and adorned with sweetness and suavity. Thou dost always, O tiger among men, challenge him that can draw the bow with his left hand, and heroic Arjuna also will surely encounter thee in fight. But when furnished with thy ear-rings, Arjuna will never be able to vanquish thee in fight even if Indra himself comes to his assistance. Therefore, O Karna, if thou wishest to vanquish Arjuna in battle, these handsome ear-rings of thine should never be parted with to Sakra.'""",2972,541,720.0
Book03_300,763,"Section CCC
""Karna said, 'As thou, O lord of splendour, knowest me for thy worshipper, so also thou knowest that there is nothing which I cannot give away in charity, O thou of fiery rays! Neither my wives, nor my sons, nor my own self, nor my friends, are so dear to me as thou, on account of the veneration I feel for thee, O lord of splendour! Thou knowest, O maker of light, that high-souled persons bear a loving regard for their dear worshippers. Karna revereth me and is dear to me. He knoweth no other deity in heaven,--thinking this thou hast, O lord, said unto me what is for my benefit. Yet, O thou of bright rays, again do I beseech thee with bended head, again do I place myself in thy hands. I will repeat the answer I have already given. It behoveth thee to forgive me! Death itself is not fraught with such terrors for me as untruth! As regards especially the Brahmanas, again, I do not hesitate to yield up my life even for them! And, O divine one, respecting what thou hast said unto me of Phalguna, the son of Pandu, let thy grief born of thy anxiety of heart, O lord of splendour, be dispelled touching him and myself; for I shall surely conquer Arjuna in battle! Thou knowest, O deity, that I have great strength of weapons obtained from Jamadagnya and the high-souled Drona. Permit me now, O foremost of celestials, to observe my vow, so that unto him of the thunderbolt coming to beg of me, I may give away even my life!'
""Surya said, 'If O son, thou givest away thy ear-rings to the wielder of the thunder-bolt, O thou of mighty strength, thou shouldst also, for the purpose of securing victory, speak unto him, saying,--O thou of a hundred sacrifices, I shall give thee ear-rings under a condition.--Furnished with the ear-rings, thou art certainly incapable of being slain by any being. Therefore, it is, O son, that desirous of beholding thee slain in battle by Arjuna, the destroyer of the Danavas desireth to deprive thee of thy ear-rings. Repeatedly adoring with truthful words that lord of the celestials, viz., Purandara armed with weapons incapable of being frustrated, do thou also beseech him, saying, 'Give me an infallible dart capable of slaying all foes, and I will, O thousand-eyed deity, give the ear-rings with the excellent coat of mail!' On this condition shouldst thou give the ear-rings unto Sakra. With that dart, O Karna, thou wilt slay foes in battle: for, O mighty-armed one, that dart of the chief of the celestials doth not return to the hand that hurleth it, without slaying enemies by hundreds and by thousands!'""
Vaisampayana continued, ""Having said this, the thousand-rayed deity suddenly vanished away. The next day, after having told his prayers, Karna related his dream unto the Sun. And Vrisha related unto him the vision he had seen, and all that had passed between them in the night. Thereupon, having heard everything, that enemy of Swarbhanu, that lord, the resplendent and divine Surya, said unto him with a smile, 'It is even so!' Then Radha's son, that slayer of hostile heroes, knowing all about the matter, and desirous of obtaining the dart, remained in expectation of Vasava.""",3147,551,733.0
Book03_302,765,"Section CCCII
""Kunti said, 'According to thy promise, I will, O king, with concentrated mind, serve that Brahmana. O foremost of kings, I do not say this falsely. It is my nature to worship Brahmanas. And, as in the present case, my doing so would be agreeable to thee, even this would be highly conducive to my welfare. Whether that worshipful one cometh in the evening, or in morning, or at night or even at midnight, he will have no reason to be angry with me! O foremost of kings, to do good by serving the twice-born ones, observing all thy commands, is what I consider to be highly profitable to me, O best of men! Do thou, therefore, O foremost of monarchs rely on me! That best of Brahmanas, while residing in thy house, shall never have cause for dissatisfaction. I tell thee truly. I shall, O king, be always attentive to that which is agreeable to this Brahmana, and what is fraught also with good to thee. O sinless one! I know full well that Brahmanas that are eminently virtuous, when propitiated bestow salvation, and when displeased, are capable of bringing about destruction upon the offender. Therefore, I shall please this foremost of Brahmanas. Thou wilt not, O monarch, come to any grief from that best of regenerate persons, owing to any act of mine. In consequence of the transgressions of monarchs, Brahmanas, O foremost of kings, became the cause of evil to them, as Chyavana had become, in consequence of the act of Sukanya. I will, therefore, O king, with great regularity, wait upon that best of Brahmanas according to thy instructions in that respect!' And when she had thus spoken at length, the king embraced and cheered her, and instructed her in detail as to what should be done by her. And the king said, 'Thou shall, O gentle maid, act even thus, without fear, for my good as also thy own, and for the good of thy race also, O thou of faultless limbs!' And having said this the illustrious Kuntibhoja, who was devoted to the Brahmanas, made over the girl Pritha to that Brahmana, saying, 'This my daughter, O Brahmana, is of tender age and brought up in luxury. If, therefore, she transgresses at any time, do thou not take that to heart! Illustrious Brahmanas are never angry with old men, children, and ascetics, even if these transgress frequently. In respect of even a great wrong forgiveness is due from the regenerate. The worship, therefore, O best of Brahmanas, that is offered to the best of one's power and exertion, should be acceptable!' Hearing these words of the monarch, the Brahmana said, 'So be it!' Thereupon, the king became highly pleased and assigned unto him apartments that were white as swans or the beams of the moon. And in the room intended for the sacrificial fire, the king placed a brilliant seat especially constructed for him. And the food and other things that were offered unto the Brahmana were of the same excellent kind. And casting aside idleness and all sense of self-importance, the princess addressed herself with right good will to wait upon the Brahmana. And the chaste Kunti, endued with purity of conduct, went thither for serving the Brahmana. And duly waiting upon that Brahmana as if he were a very god, she gratified him highly.""",3213,563,749.0
Book03_303,766,"Section CCCIII
Vaisampayana said, ""And that maiden of rigid vows. O mighty monarch, by serving with a pure heart, that Brahmana of rigid vows, succeeded in gratifying him. And, O foremost of kings, saying, 'I will come back in the morning,' that best of Brahmanas sometimes came in the evening or in night. Him, however, the maiden worshipped at all hours with sumptuous food and drink and bed. And as day after day passed away, her attentions to him, in respect of food and seat and bed, increased instead of undergoing any diminution. And, O king, even when the Brahmana reproved her, finding fault with any of her arrangements, or addressed her in harsh words, Pritha did not do anything that was disagreeable to him. And on many occasions the Brahmana came back after the appointed hour had long passed away. And on many occasions (such as the depth of night) when food was hard to procure, he said, 'Give me food!' But on all those occasions saying, 'All is ready,'--Pritha held before him the fare. And even like a disciple, daughter, or a sister, that blameless gem of a girl with a devoted heart, O king, gratified that foremost of Brahmanas. And that best of Brahmanas became well-pleased with her conduct and ministrations. And he received those attentions of hers, valuing them rightly. And, O Bharata, her father asked her every morning and evening saying, ""O daughter, is the Brahmana satisfied with thy ministrations? And that illustrious maiden used to reply, 'Exceedingly well!' And thereupon, the high-souled Kuntibhoja experienced the greatest delight. And when after a full year that best of ascetics was unable to find any fault whatever in Pritha, who was engaged in ministering unto him, well-pleased he said unto her, 'O gentle maid, I have been well-pleased with thy attentions, O beautiful girl! Do thou, O blessed girl, ask even for such boons as are difficult of being obtained by men in this world, and obtaining which, thou mayst surpass in fame all the women in this world'. At these words of his, Kunti said, 'Everything hath already been done in my behalf since thou, O chief of those that are versed in the Vedas, and my father also, have been pleased with me! As regards the boons, I consider them as already obtained by me, O Brahmana!' The Brahmana thereupon said, 'If, O gentle maid, thou dost not, O thou of sweet smiles, wish to obtain boons from me, do thou then take this mantra from me for invoking the celestials! Any one amongst the celestials whom thou mayst invoke by uttering this mantra, will appear before thee and be under thy power. Willing or not, by virtue of this mantra, that deity in gentle guise, and assuming the obedient attitude of slave, will become subject to thy power!'""
Vaisampayana continued, ""Thus addressed, that faultless maiden could-not, O king, from fear of a curse, refuse tor the second time compliance with the wishes of that best of the twice-born ones. Then, O king, that Brahmana imparted unto that girl of faultless limbs those mantras which are recited in the beginning of the Atharvan Veda. And, O king, having imparted unto her those mantras, he said unto Kuntibhoja. 'I have, O monarch, dwelt happily in thy house, always worshipped with due regard and gratified by thy daughter. I shall now depart.' And saying this, he vanished there and then. And beholding that Brahmana vanish there and then, the king was struck with amazement. And the monarch then treated his daughter Pritha with proper regard.""",3485,596,793.0
Book03_309,772,"Section CCCIX
(Aranya Parva)
Janamejaya said, ""Having felt great affliction on account of the abduction of their wife and having rescued Krishna thereafter, what did the Pandavas next do?""
Vaisampayana said, ""Having felt great affliction on account of the abduction of Krishna, king Yudhishthira of unfading glory, with his brothers, left the woods of Kamyaka and returned to the delightful and picturesque Dwaitavana abounding in trees and containing delicious fruits and roots. And the sons of Pandu with their wife Krishna began to reside there, living frugally on fruits and practising rigid vows. And while those repressers of foes, the virtuous king Yudhishthira, the son of Kunti, and Bhimasena, and Arjuna, and those other sons of Pandu born of Madri, were dwelling in Dwaitavana, practising rigid vows, they underwent, for the sake of a Brahmana, great trouble, which, however, was destined to bring about their future happiness. I will tell thee all about the trouble which those foremost of Kurus underwent while living in those woods, and which in the end brought about their happiness. Do thou listen to it! Once on a time, as a deer was butting about, it chanced that the two sticks for making fire and a churning staff belonging to a Brahmana devoted to ascetic austerities, struck fast into its antlers. And, thereupon, O king, that powerful deer of exceeding fleetness with long bounds, speedily went out of the hermitage, taking those articles away. And, O foremost of Kurus, seeing those articles of his thus carried away, the Brahmana, anxious on account of his Agnihotra, quickly came before the Pandavas. And approaching without loss of time Ajatasatru seated in that forest with his brothers, the Brahmana, in great distress, spake these words, 'As a deer was butting about, it happened, O king, that my fire-sticks and churning staff which had been placed against a large tree stuck fast to its antlers. O king, that powerful deer of exceeding fleetness hath speedily gone out of the hermitage with long bounds, taking those articles away. Tracking that powerful deer, O king, by its foot-prints, do ye, ye sons of Pandu, bring back those articles of mine, so that my Agnihotra may not be stopped!' Hearing these words of the Brahmana, Yudhishthira became exceedingly concerned. And the son of Kunti taking up his bow sallied out with his brothers. And putting on their corselets and equipped with their bows, those bulls among men, intent upon serving the Brahmana, swiftly sallied out in the wake of the deer. And descrying the deer at no great distance, those mighty warriors discharged at it barbed arrows and javelins and darts, but the sons of Pandu could not pierce it by any means. And as they struggled to pursue and slay it, that powerful deer became suddenly invisible. And losing sight of the deer, the noble-minded sons of Pandu, fatigued and disappointed and afflicted with hunger and thirst, approached a banian tree in that deep forest, and sat down in its cool shade. And when they had sat down, Nakula stricken with sorrow and urged by impatience, addressed his eldest brother of the Kuru race, saying, 'In our race, O king, virtue hath never been sacrificed, nor hath there been loss of wealth from insolence. And being asked, we have never said to any creature, Nay! Why then in the present case have we met with this disaster?""",3372,563,749.0
Book04_004,783,"Yudhishthira said, ""We have been well taught by thee. Blessed be thou. There is none that could say so to us, save our mother Kunti and Vidura of great wisdom. It behoveth thee to do all that is necessary now for our departure, and for enabling us to come safely through this woe, as well as for our victory over the foe.""
Vaisampayana continued, ""Thus addressed by Yudhishthira, Dhaumya, that best of Brahmanas, performed according to the ordinance the rites ordained in respect of departure. And lighting up their fires, he offered, with mantras, oblations on them for the prosperity and success of the Pandavas, as for their reconquest of the whole world. And walking round those fires and round the Brahmanas of ascetic wealth, the six set out, placing Yajnaseni in their front. And when those heroes had departed, Dhaumya, that best of ascetics, taking their sacred fires, set out for the Panchalas. And Indrasena, and others already mentioned, went to the Yadavas, and looking after the horses and the cars of the Pandavas passed their time happily and in privacy.""",1071,181,241.0
Book04_008,787,"Section VIII
Vaisampayana said, ""Then another endued with the dreadful strength and blazing in beauty, approached king Virata, with the playful gait of the lion. And holding in hand a cooking ladle and a spoon, as also an unsheathed sword of sable hue and without a spot on the blade, he came in the guise of a cook illumining all around him by his splendour like the sun discovering the whole world. And attired in black and possessed of the strength of the king of mountains, he approached the king of the Matsyas and stood before him. And beholding that king-like person before him, Virata addressed his assembled subjects saying, 'Who is that youth, that bull among men, with shoulders broad like those of a lion, and so exceedingly beautiful? That person, never seen before, is like the sun. Revolving the matter in my mind, I cannot ascertain who he is, nor can I with even serious thoughts guess the intention of that bull among men (in coming here). Beholding him, it seems to me that he is either the king of the Gandharvas, or Purandara himself. Do ye ascertain who it is that standeth before my eyes. Let him have quickly what he seeks.' Thus commanded by king Virata, his swift-footed messengers went up to the son of Kunti and informed that younger brother of Yudhishthira of everything the king had said. Then the high-souled son of Pandu, approaching Virata, addressed him in words that were not unsuited to his object, saying, 'O foremost of kings, I am a cook, Vallava by name. I am skilled in dressing dishes. Do thou employ me in the kitchen!'""
Virata said, ""I do not believe, O Vallava, that cooking is thy office. Thou resemblest the deity of a thousand eyes; and in grace and beauty and prowess, thou shinest among these all as a king!""
Bhima replied, ""O king of kings, I am thy cook and servant in the first place. It is not curries only of which I have knowledge, O monarch, although king Yudhishthira always used in days gone by to taste my dishes. O lord of earth, I am also a wrestler. Nor is there one that is equal to me in strength. And engaging in fight with lions and elephants, I shall, O sinless one, always contribute to thy entertainment.""
Virata said, ""I will even grant thee boons. Thou wilt do what thou wishest, as thou describest thyself skilled in it. I do not, however, think, that this office is worthy of thee, for thou deservest this (entire) earth girt round by the sea. But do as thou likest. Be thou the superintendent of my kitchen, and thou art placed at the head of those who have been appointed there before by me.""
Vaisampayana continued, ""Thus appointed in the kitchen, Bhima soon became the favourite of king Virata. And, O king, he continued to live there unrecognised by the other servants of Virata as also by other people!""",2783,495,658.0
Book04_010,789,"Section X
""Vaisampayana said, 'Then clad in a cowherd's dress, and speaking the dialect of cowherds, Sahadeva came to the cowpen of Virata's city. And beholding that bull among men, who was shining in splendour, the king was struck with amazement. And he directed his men to summon Sahadeva. And when the latter came, the king addressed him, saying, 'To whom dost thou belong? And whence dost thou come? And what work dost thou seek? I have never seen thee before. O bull among men, tell me truly about thee.'
'Having come before the king that afflicter of foes, Sahadeva answered in accents deep as the roar of the cloud, 'I am a Vaisya, Arishtanemi by name. I was employed as a cowherd in the service of those bulls of the Kuru race, the sons of Pandu. O foremost of men, I intend now to live beside thee, for I do not know where those lions among kings, the sons of Pritha, are. I cannot live without service, and, O king, I do not like to enter into the service of anyone else save thee.'
""Hearing these words, Virata said, 'Thou must either be a Brahmana or a Kshatriya. Thou lookest as if thou wert the lord of the entire earth surrounded by the sea. Tell me truly, O thou that mowest down thy foes. The office of a Vaisya is not fit for thee. Tell me from the dominions of what king thou comest, and what thou knowest, and in what capacity thou wouldst remain with us, and also what pay thou wouldst accept.'
""Sahadeva answered, 'Yudhishthira, the eldest of the five sons of Pandu, had one division of kine numbering eight hundred and ten thousand, and another, ten thousand, and another, again, twenty thousand, and so on. I was employed in keeping those cattle. People used to call me Tantripala. I know the present, the past, and the future of all kine living within ten Yojanas, and whose tale has been taken. My merits were known to that illustrious one, and the Kuru king Yudhishthira was well-pleased with me. I am also acquainted with the means which aid kine in multiplying within a short time, and by which they may enjoy immunity from disease. Also these arts are known to me. I can also single out bulls having auspicious marks for which they are worshipped by men, and by smelling whose urine, the barren may conceive.'
""Virata said, 'I have a hundred thousand kine divided into distinct herds. All those together with their keepers, I place in thy charge. Henceforth my beasts will be in thy keep.'
""Vaisampayana continued, 'Then, O king, undiscovered by that monarch, that lord of men, Sahadeva, maintained by Virata, began to live happily. Nor did anyone else (besides his brothers) recognise him.'""",2622,463,616.0
