"Ques_Id","Chunk_Id","Section_Id","Question","Ref_Answer","Chunk","Reference","WordsInQues","WordsInAns"
10346,10692,"Book01_177","What did Viswamitra conclude about Brahmana prowess and Kshatriya prowess?","Viswamitra became disgusted with Kshatriya prowess and concluded that Brahmana prowess, demonstrated by the feat of Vasishtha's cow, was true prowess and strength. He turned his back on his regal splendor and set his mind on asceticism.","The Gandharva continued, 'Then the cow of Vasishtha, hearing the word stay, raised her head and neck upward, and became terrible to behold. With eyes red with rage and lowing repeatedly, she then attacked Viswamitra's troops on all sides. Afflicted with their stripes and running hither and thither with those red eyes of hers, her wrath increased. Blazing with rage, she soon became terrible to behold like unto the sun in his midday glory. And from her tail she began to rain showers of burning coals all around. And some moments after, from her tail she brought forth an army of Palhavas, and from her udders, an army of Dravidas and Sakas; and from her womb, an army of Yavanas, and from her dung, an army of Savaras; and from her urine, an army of Kanchis; and from her sides, an army of Savaras. And from the froth of her mouth came out hosts of Paundras and Kiratas, Yavanas and Sinhalas, and the barbarous tribes of Khasas and Chivukas and Pulindas and Chinas and Hunas with Keralas, and numerous other Mlechchhas. And that vast army of Mlechchhas in various uniforms, and armed with various weapons, as soon as it sprang into life, deploying in the very sight of Viswamitra, attacked that monarch's soldiers. And so numerous was that Mlechchha host that each particular soldier of Viswamitra was attacked by a band of six or seven of their enemies. Assailed with a mighty shower of weapons, Viswamitra's troops broke and fled, panic-stricken, in all directions, before his very eyes. But, O bull in Bharata's race, the troops of Vasishtha, though excited with wrath, took not the life of any of Viswamitra's troops. Nandini simply caused the monarch's army to be routed and driven off. And driven (from the asylum) twenty-seven full miles, panic-stricken, they shrieked aloud and beheld not anyone that could protect them. Viswamitra, beholding this wonderful feat that resulted from Brahmana prowess, became disgusted with Kshatriya prowess and said, 'O, fie on Kshatriya prowess! Brahmana prowess is true prowess! In judging of strength and weakness, I see that asceticism is true strength.' Saying this, the monarch, abandoning his large domains and regal splendour and turning his back upon all pleasures, set his mind on asceticism. Crowned with success in asceticism and filling the three worlds with the heat of his ascetic penances, he afflicted all creatures and finally became a Brahmana. The son of Kusika at last drank Soma with Indra himself (in Heaven).'","""Viswamitra, beholding this wonderful feat that resulted from Brahmana prowess, became disgusted with Kshatriya prowess and said, 'O, fie on Kshatriya prowess! Brahmana prowess is true prowess! In judging of strength and weakness, I see that asceticism is true strength.'""",10,37
10347,10692,"Book01_177","What was the final outcome for Viswamitra after turning his mind to asceticism?","After abandoning his large domains and regal splendor, Viswamitra achieved success in asceticism, became a Brahmana, and ultimately drank Soma with Indra himself in Heaven.","The Gandharva continued, 'Then the cow of Vasishtha, hearing the word stay, raised her head and neck upward, and became terrible to behold. With eyes red with rage and lowing repeatedly, she then attacked Viswamitra's troops on all sides. Afflicted with their stripes and running hither and thither with those red eyes of hers, her wrath increased. Blazing with rage, she soon became terrible to behold like unto the sun in his midday glory. And from her tail she began to rain showers of burning coals all around. And some moments after, from her tail she brought forth an army of Palhavas, and from her udders, an army of Dravidas and Sakas; and from her womb, an army of Yavanas, and from her dung, an army of Savaras; and from her urine, an army of Kanchis; and from her sides, an army of Savaras. And from the froth of her mouth came out hosts of Paundras and Kiratas, Yavanas and Sinhalas, and the barbarous tribes of Khasas and Chivukas and Pulindas and Chinas and Hunas with Keralas, and numerous other Mlechchhas. And that vast army of Mlechchhas in various uniforms, and armed with various weapons, as soon as it sprang into life, deploying in the very sight of Viswamitra, attacked that monarch's soldiers. And so numerous was that Mlechchha host that each particular soldier of Viswamitra was attacked by a band of six or seven of their enemies. Assailed with a mighty shower of weapons, Viswamitra's troops broke and fled, panic-stricken, in all directions, before his very eyes. But, O bull in Bharata's race, the troops of Vasishtha, though excited with wrath, took not the life of any of Viswamitra's troops. Nandini simply caused the monarch's army to be routed and driven off. And driven (from the asylum) twenty-seven full miles, panic-stricken, they shrieked aloud and beheld not anyone that could protect them. Viswamitra, beholding this wonderful feat that resulted from Brahmana prowess, became disgusted with Kshatriya prowess and said, 'O, fie on Kshatriya prowess! Brahmana prowess is true prowess! In judging of strength and weakness, I see that asceticism is true strength.' Saying this, the monarch, abandoning his large domains and regal splendour and turning his back upon all pleasures, set his mind on asceticism. Crowned with success in asceticism and filling the three worlds with the heat of his ascetic penances, he afflicted all creatures and finally became a Brahmana. The son of Kusika at last drank Soma with Indra himself (in Heaven).'","""Crowned with success in asceticism and filling the three worlds with the heat of his ascetic penances, he afflicted all creatures and finally became a Brahmana. The son of Kusika at last drank Soma with Indra himself (in Heaven).""",13,25
10348,10232,"Book01_059","What history does Saunaka desire to hear from Sauti?","Saunaka desires to hear the history composed by Vyasa, known as the Mahabharata.","Section LIX
(Adivansavatarana Parva)
Saunaka said, 'O son, thou hast narrated to me this extensive and great history commencing from the progeny of Bhrigu. O son of Suta, I have been much gratified with thee. I ask thee again, to recite to me, O son of a Suta, the history composed by Vyasa. The varied and wonderful narrations that were recited amongst those illustrious Sadasyas assembled at the sacrifice, in the intervals of their duties of that long-extending ceremony, and the objects also of those narrations, I desire to hear from thee, O son of a Suta! Recite therefore, all those to me fully.'
'Sauti said, 'The Brahmanas, in the intervals of the duties, spoke of many things founded upon the Vedas. But Vyasa recited the wonderful and great history called the Bharata.'
Saunaka said, 'That sacred history called the Mahabharata, spreading the fame of the Pandavas, which Krishna-Dwaipayana, asked by Janamejaya, caused to be duly recited after the completion of the sacrifice. I desire to hear duly. That history hath been born of the ocean-like mind of the great Rishi of soul purified by yoga. Thou foremost of good men, recite it unto me, for, O son of a Suta, my thirst hath not been appeased by all thou hast said.'
'Sauti said, 'I shall recite to thee from the beginning of that great and excellent history called the Mahabharata composed by Vyasa. O Brahmana, listen to it in full, as I recite it. I myself feel a great pleasure in reciting it.'","""I ask thee again, to recite to me, O son of a Suta, the history composed by Vyasa... I desire to hear from thee, O son of a Suta! Recite therefore, all those to me fully.""",9,13
10349,10232,"Book01_059","What did Vyasa recite during the intervals of the sacrifice?","Vyasa recited the wonderful and great history called the Bharata.","Section LIX
(Adivansavatarana Parva)
Saunaka said, 'O son, thou hast narrated to me this extensive and great history commencing from the progeny of Bhrigu. O son of Suta, I have been much gratified with thee. I ask thee again, to recite to me, O son of a Suta, the history composed by Vyasa. The varied and wonderful narrations that were recited amongst those illustrious Sadasyas assembled at the sacrifice, in the intervals of their duties of that long-extending ceremony, and the objects also of those narrations, I desire to hear from thee, O son of a Suta! Recite therefore, all those to me fully.'
'Sauti said, 'The Brahmanas, in the intervals of the duties, spoke of many things founded upon the Vedas. But Vyasa recited the wonderful and great history called the Bharata.'
Saunaka said, 'That sacred history called the Mahabharata, spreading the fame of the Pandavas, which Krishna-Dwaipayana, asked by Janamejaya, caused to be duly recited after the completion of the sacrifice. I desire to hear duly. That history hath been born of the ocean-like mind of the great Rishi of soul purified by yoga. Thou foremost of good men, recite it unto me, for, O son of a Suta, my thirst hath not been appeased by all thou hast said.'
'Sauti said, 'I shall recite to thee from the beginning of that great and excellent history called the Mahabharata composed by Vyasa. O Brahmana, listen to it in full, as I recite it. I myself feel a great pleasure in reciting it.'","""The Brahmanas, in the intervals of the duties, spoke of many things founded upon the Vedas. But Vyasa recited the wonderful and great history called the Bharata.""",10,10
10350,10232,"Book01_059","What is the request of Saunaka regarding the Mahabharata?","Saunaka desires to hear the Mahabharata in its entirety as recited by Vyasa, as he is still thirsty for more knowledge.","Section LIX
(Adivansavatarana Parva)
Saunaka said, 'O son, thou hast narrated to me this extensive and great history commencing from the progeny of Bhrigu. O son of Suta, I have been much gratified with thee. I ask thee again, to recite to me, O son of a Suta, the history composed by Vyasa. The varied and wonderful narrations that were recited amongst those illustrious Sadasyas assembled at the sacrifice, in the intervals of their duties of that long-extending ceremony, and the objects also of those narrations, I desire to hear from thee, O son of a Suta! Recite therefore, all those to me fully.'
'Sauti said, 'The Brahmanas, in the intervals of the duties, spoke of many things founded upon the Vedas. But Vyasa recited the wonderful and great history called the Bharata.'
Saunaka said, 'That sacred history called the Mahabharata, spreading the fame of the Pandavas, which Krishna-Dwaipayana, asked by Janamejaya, caused to be duly recited after the completion of the sacrifice. I desire to hear duly. That history hath been born of the ocean-like mind of the great Rishi of soul purified by yoga. Thou foremost of good men, recite it unto me, for, O son of a Suta, my thirst hath not been appeased by all thou hast said.'
'Sauti said, 'I shall recite to thee from the beginning of that great and excellent history called the Mahabharata composed by Vyasa. O Brahmana, listen to it in full, as I recite it. I myself feel a great pleasure in reciting it.'","""That sacred history called the Mahabharata... I desire to hear duly. That history hath been born of the ocean-like mind of the great Rishi of soul purified by yoga... for, O son of a Suta, my thirst hath not been appeased by all thou hast said.""",9,21
10351,10232,"Book01_059","How does Sauti feel about reciting the Mahabharata?","Sauti expresses great pleasure in reciting the Mahabharata.","Section LIX
(Adivansavatarana Parva)
Saunaka said, 'O son, thou hast narrated to me this extensive and great history commencing from the progeny of Bhrigu. O son of Suta, I have been much gratified with thee. I ask thee again, to recite to me, O son of a Suta, the history composed by Vyasa. The varied and wonderful narrations that were recited amongst those illustrious Sadasyas assembled at the sacrifice, in the intervals of their duties of that long-extending ceremony, and the objects also of those narrations, I desire to hear from thee, O son of a Suta! Recite therefore, all those to me fully.'
'Sauti said, 'The Brahmanas, in the intervals of the duties, spoke of many things founded upon the Vedas. But Vyasa recited the wonderful and great history called the Bharata.'
Saunaka said, 'That sacred history called the Mahabharata, spreading the fame of the Pandavas, which Krishna-Dwaipayana, asked by Janamejaya, caused to be duly recited after the completion of the sacrifice. I desire to hear duly. That history hath been born of the ocean-like mind of the great Rishi of soul purified by yoga. Thou foremost of good men, recite it unto me, for, O son of a Suta, my thirst hath not been appeased by all thou hast said.'
'Sauti said, 'I shall recite to thee from the beginning of that great and excellent history called the Mahabharata composed by Vyasa. O Brahmana, listen to it in full, as I recite it. I myself feel a great pleasure in reciting it.'","""Sauti said, 'I shall recite to thee from the beginning of that great and excellent history called the Mahabharata composed by Vyasa... I myself feel a great pleasure in reciting it.'""",8,8
10352,10173,"Book01_040","What is the etymology of the name ""Jaratkaru""?","The name ""Jaratkaru"" is derived from the combination of two words - ""Jara"" which means waste and ""Karu"" which implies huge. The name signifies that the Rishi's body was initially huge but gradually reduced through severe ascetic penances.","Section XL
(Astika Parva continued)
Saunaka said, 'O son of Suta, I desire to know the reason why the illustrious Rishi whom thou hast named Jaratkaru came to be so called on earth. It behoveth thee to tell us the etymology of the name Jaratkaru.'
Sauti said, 'Jara is said to mean waste, and Karu implies huge. This Rishi's body had been huge, and he gradually reduced it by severe ascetic penances. For the same reason, O Brahmanas, the sister of Vasuki was called Jaratkaru.'
The virtuous Saunaka, when he heard this, smiled and addressing Ugrasravas said, 'It is even so.'
Saunaka then said, 'I have heard all that thou hast before recited. I desire to know how Astika was born.'
Sauti, on hearing these words, began to relate according to what was written in the Sastras.
Sauti said, 'Vasuki, desirous of bestowing his sister upon the Rishi Jaratkaru, gave the snakes (necessary) orders. But days went on, yet that wise Muni of rigid vows, deeply engaged in ascetic devotions, did not seek for a wife. That high-souled Rishi, engaged in studies and deeply devoted to asceticism, his vital seed under full control, fearlessly wandered over the whole earth and had no wish for a wife.","""Jara is said to mean waste, and Karu implies huge. This Rishi's body had been huge, and he gradually reduced it by severe ascetic penances.""",8,38
10353,10173,"Book01_040","Why was the virtuous Saunaka smiling when he heard the etymology of the name Jaratkaru?","Saunaka smiled because the explanation of the name Jaratkaru provided by Sauti aligned with his understanding.","Section XL
(Astika Parva continued)
Saunaka said, 'O son of Suta, I desire to know the reason why the illustrious Rishi whom thou hast named Jaratkaru came to be so called on earth. It behoveth thee to tell us the etymology of the name Jaratkaru.'
Sauti said, 'Jara is said to mean waste, and Karu implies huge. This Rishi's body had been huge, and he gradually reduced it by severe ascetic penances. For the same reason, O Brahmanas, the sister of Vasuki was called Jaratkaru.'
The virtuous Saunaka, when he heard this, smiled and addressing Ugrasravas said, 'It is even so.'
Saunaka then said, 'I have heard all that thou hast before recited. I desire to know how Astika was born.'
Sauti, on hearing these words, began to relate according to what was written in the Sastras.
Sauti said, 'Vasuki, desirous of bestowing his sister upon the Rishi Jaratkaru, gave the snakes (necessary) orders. But days went on, yet that wise Muni of rigid vows, deeply engaged in ascetic devotions, did not seek for a wife. That high-souled Rishi, engaged in studies and deeply devoted to asceticism, his vital seed under full control, fearlessly wandered over the whole earth and had no wish for a wife.","""The virtuous Saunaka, when he heard this, smiled and addressing Ugrasravas said, 'It is even so.'""",15,16
10354,10173,"Book01_040","What was the reason for the delay in Jaratkaru seeking a wife, despite Vasuki's desire to bestow his sister upon him?","Jaratkaru, a wise Rishi with rigid vows, was deeply engaged in ascetic devotions and immersed in his studies. He had no wish for a wife and was focused on his ascetic practices.","Section XL
(Astika Parva continued)
Saunaka said, 'O son of Suta, I desire to know the reason why the illustrious Rishi whom thou hast named Jaratkaru came to be so called on earth. It behoveth thee to tell us the etymology of the name Jaratkaru.'
Sauti said, 'Jara is said to mean waste, and Karu implies huge. This Rishi's body had been huge, and he gradually reduced it by severe ascetic penances. For the same reason, O Brahmanas, the sister of Vasuki was called Jaratkaru.'
The virtuous Saunaka, when he heard this, smiled and addressing Ugrasravas said, 'It is even so.'
Saunaka then said, 'I have heard all that thou hast before recited. I desire to know how Astika was born.'
Sauti, on hearing these words, began to relate according to what was written in the Sastras.
Sauti said, 'Vasuki, desirous of bestowing his sister upon the Rishi Jaratkaru, gave the snakes (necessary) orders. But days went on, yet that wise Muni of rigid vows, deeply engaged in ascetic devotions, did not seek for a wife. That high-souled Rishi, engaged in studies and deeply devoted to asceticism, his vital seed under full control, fearlessly wandered over the whole earth and had no wish for a wife.","""Vasuki, desirous of bestowing his sister upon the Rishi Jaratkaru, gave the snakes (necessary) orders. But days went on, yet that wise Muni of rigid vows, deeply engaged in ascetic devotions, did not seek for a wife.""",21,32
10355,10173,"Book01_040","How would you describe Jaratkaru's demeanor and attitude towards marriage?","Jaratkaru was a high-souled Rishi who fearlessly wandered the earth, deeply devoted to asceticism, and had complete control over his vital seed. He had no desire for a wife.","Section XL
(Astika Parva continued)
Saunaka said, 'O son of Suta, I desire to know the reason why the illustrious Rishi whom thou hast named Jaratkaru came to be so called on earth. It behoveth thee to tell us the etymology of the name Jaratkaru.'
Sauti said, 'Jara is said to mean waste, and Karu implies huge. This Rishi's body had been huge, and he gradually reduced it by severe ascetic penances. For the same reason, O Brahmanas, the sister of Vasuki was called Jaratkaru.'
The virtuous Saunaka, when he heard this, smiled and addressing Ugrasravas said, 'It is even so.'
Saunaka then said, 'I have heard all that thou hast before recited. I desire to know how Astika was born.'
Sauti, on hearing these words, began to relate according to what was written in the Sastras.
Sauti said, 'Vasuki, desirous of bestowing his sister upon the Rishi Jaratkaru, gave the snakes (necessary) orders. But days went on, yet that wise Muni of rigid vows, deeply engaged in ascetic devotions, did not seek for a wife. That high-souled Rishi, engaged in studies and deeply devoted to asceticism, his vital seed under full control, fearlessly wandered over the whole earth and had no wish for a wife.","""That high-souled Rishi, engaged in studies and deeply devoted to asceticism, his vital seed under full control, fearlessly wandered over the whole earth and had no wish for a wife.""",10,29
10356,10466,"Book01_117","What is the name of Dhritarashtra's firstborn son?","Dhritarashtra's firstborn son is named Duryodhana.","Janamejaya said, 'Please recite the names of Dhritarashtra's sons according to the order of their birth.'
Vaisampayana said, 'Their names, O king, according to the order of birth, are Duryodhana, Yuyutsu, Duhsasana, Duhsaha, Duhsala, Jalasandha, Sama, Saha, Vinda and Anuvinda, Durdharsha, Suvahu, Dushpradharshana, Durmarshana and Durmukha, Dushkarna, and Karna; Vivinsati and Vikarna, Sala, Satwa, Sulochana, Chitra and Upachitra, Chitraksha, Charuchitra, Sarasana, Durmada and Durvigaha, Vivitsu, Vikatanana; Urnanabha and Sunabha, then Nandaka and Upanandaka; Chitravana, Chitravarman, Suvarman, Durvimochana; Ayovahu, Mahavahu, Chitranga, Chitrakundala, Bhimavega, Bhimavala, Balaki, Balavardhana, Ugrayudha; Bhima, Karna, Kanakaya, Dridhayudha, Dridhavarman, Dridhakshatra, Somakitri, Anudara; Dridhasandha, Jarasandha, Satyasandha, Sada, Suvak, Ugrasravas, Ugrasena, Senani, Dushparajaya, Aparajita, Kundasayin, Visalaksha, Duradhara; Dridhahasta, Suhasta, Vatavega, and Suvarchas; Adityaketu, Vahvashin, Nagadatta, Agrayayin; Kavachin, Krathana, Kunda, Kundadhara, Dhanurdhara; the heroes, Ugra and Bhimaratha, Viravahu, Alolupa; Abhaya, and Raudrakarman, and Dridharatha; Anadhrishya, Kundabhedin, Viravi, Dhirghalochana Pramatha, and Pramathi and the powerful Dhirgharoma; Dirghavahu, Mahavahu, Vyudhoru, Kanakadhvaja; Kundasi and Virajas. Besides these hundred sons, there was a daughter named Duhsala. All were heroes and Atirathas, and were well-skilled in warfare. All were learned in the Vedas, and all kinds of weapons. And, O, king, worthy wives were in time selected for all of them by Dhritarashtra after proper examination. And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu).'","""Their names, O king, according to the order of birth, are Duryodhana...""",8,6
10357,10466,"Book01_117","Who is the last son mentioned in the list of Dhritarashtra's sons?","The last son mentioned is Vikatanana.","Janamejaya said, 'Please recite the names of Dhritarashtra's sons according to the order of their birth.'
Vaisampayana said, 'Their names, O king, according to the order of birth, are Duryodhana, Yuyutsu, Duhsasana, Duhsaha, Duhsala, Jalasandha, Sama, Saha, Vinda and Anuvinda, Durdharsha, Suvahu, Dushpradharshana, Durmarshana and Durmukha, Dushkarna, and Karna; Vivinsati and Vikarna, Sala, Satwa, Sulochana, Chitra and Upachitra, Chitraksha, Charuchitra, Sarasana, Durmada and Durvigaha, Vivitsu, Vikatanana; Urnanabha and Sunabha, then Nandaka and Upanandaka; Chitravana, Chitravarman, Suvarman, Durvimochana; Ayovahu, Mahavahu, Chitranga, Chitrakundala, Bhimavega, Bhimavala, Balaki, Balavardhana, Ugrayudha; Bhima, Karna, Kanakaya, Dridhayudha, Dridhavarman, Dridhakshatra, Somakitri, Anudara; Dridhasandha, Jarasandha, Satyasandha, Sada, Suvak, Ugrasravas, Ugrasena, Senani, Dushparajaya, Aparajita, Kundasayin, Visalaksha, Duradhara; Dridhahasta, Suhasta, Vatavega, and Suvarchas; Adityaketu, Vahvashin, Nagadatta, Agrayayin; Kavachin, Krathana, Kunda, Kundadhara, Dhanurdhara; the heroes, Ugra and Bhimaratha, Viravahu, Alolupa; Abhaya, and Raudrakarman, and Dridharatha; Anadhrishya, Kundabhedin, Viravi, Dhirghalochana Pramatha, and Pramathi and the powerful Dhirgharoma; Dirghavahu, Mahavahu, Vyudhoru, Kanakadhvaja; Kundasi and Virajas. Besides these hundred sons, there was a daughter named Duhsala. All were heroes and Atirathas, and were well-skilled in warfare. All were learned in the Vedas, and all kinds of weapons. And, O, king, worthy wives were in time selected for all of them by Dhritarashtra after proper examination. And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu).'","""Vivitsu, Vikatanana; Urnanabha and Sunabha...""",12,6
10358,10466,"Book01_117","Which son of Dhritarashtra is known for his friendship with Duryodhana?","Karna is known for his friendship with Duryodhana.","Janamejaya said, 'Please recite the names of Dhritarashtra's sons according to the order of their birth.'
Vaisampayana said, 'Their names, O king, according to the order of birth, are Duryodhana, Yuyutsu, Duhsasana, Duhsaha, Duhsala, Jalasandha, Sama, Saha, Vinda and Anuvinda, Durdharsha, Suvahu, Dushpradharshana, Durmarshana and Durmukha, Dushkarna, and Karna; Vivinsati and Vikarna, Sala, Satwa, Sulochana, Chitra and Upachitra, Chitraksha, Charuchitra, Sarasana, Durmada and Durvigaha, Vivitsu, Vikatanana; Urnanabha and Sunabha, then Nandaka and Upanandaka; Chitravana, Chitravarman, Suvarman, Durvimochana; Ayovahu, Mahavahu, Chitranga, Chitrakundala, Bhimavega, Bhimavala, Balaki, Balavardhana, Ugrayudha; Bhima, Karna, Kanakaya, Dridhayudha, Dridhavarman, Dridhakshatra, Somakitri, Anudara; Dridhasandha, Jarasandha, Satyasandha, Sada, Suvak, Ugrasravas, Ugrasena, Senani, Dushparajaya, Aparajita, Kundasayin, Visalaksha, Duradhara; Dridhahasta, Suhasta, Vatavega, and Suvarchas; Adityaketu, Vahvashin, Nagadatta, Agrayayin; Kavachin, Krathana, Kunda, Kundadhara, Dhanurdhara; the heroes, Ugra and Bhimaratha, Viravahu, Alolupa; Abhaya, and Raudrakarman, and Dridharatha; Anadhrishya, Kundabhedin, Viravi, Dhirghalochana Pramatha, and Pramathi and the powerful Dhirgharoma; Dirghavahu, Mahavahu, Vyudhoru, Kanakadhvaja; Kundasi and Virajas. Besides these hundred sons, there was a daughter named Duhsala. All were heroes and Atirathas, and were well-skilled in warfare. All were learned in the Vedas, and all kinds of weapons. And, O, king, worthy wives were in time selected for all of them by Dhritarashtra after proper examination. And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu).'","""...Dushkarna, and Karna...""",11,8
10359,10466,"Book01_117","Who was the daughter of Dhritarashtra?","The daughter of Dhritarashtra was named Duhsala.","Janamejaya said, 'Please recite the names of Dhritarashtra's sons according to the order of their birth.'
Vaisampayana said, 'Their names, O king, according to the order of birth, are Duryodhana, Yuyutsu, Duhsasana, Duhsaha, Duhsala, Jalasandha, Sama, Saha, Vinda and Anuvinda, Durdharsha, Suvahu, Dushpradharshana, Durmarshana and Durmukha, Dushkarna, and Karna; Vivinsati and Vikarna, Sala, Satwa, Sulochana, Chitra and Upachitra, Chitraksha, Charuchitra, Sarasana, Durmada and Durvigaha, Vivitsu, Vikatanana; Urnanabha and Sunabha, then Nandaka and Upanandaka; Chitravana, Chitravarman, Suvarman, Durvimochana; Ayovahu, Mahavahu, Chitranga, Chitrakundala, Bhimavega, Bhimavala, Balaki, Balavardhana, Ugrayudha; Bhima, Karna, Kanakaya, Dridhayudha, Dridhavarman, Dridhakshatra, Somakitri, Anudara; Dridhasandha, Jarasandha, Satyasandha, Sada, Suvak, Ugrasravas, Ugrasena, Senani, Dushparajaya, Aparajita, Kundasayin, Visalaksha, Duradhara; Dridhahasta, Suhasta, Vatavega, and Suvarchas; Adityaketu, Vahvashin, Nagadatta, Agrayayin; Kavachin, Krathana, Kunda, Kundadhara, Dhanurdhara; the heroes, Ugra and Bhimaratha, Viravahu, Alolupa; Abhaya, and Raudrakarman, and Dridharatha; Anadhrishya, Kundabhedin, Viravi, Dhirghalochana Pramatha, and Pramathi and the powerful Dhirgharoma; Dirghavahu, Mahavahu, Vyudhoru, Kanakadhvaja; Kundasi and Virajas. Besides these hundred sons, there was a daughter named Duhsala. All were heroes and Atirathas, and were well-skilled in warfare. All were learned in the Vedas, and all kinds of weapons. And, O, king, worthy wives were in time selected for all of them by Dhritarashtra after proper examination. And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu).'","""Besides these hundred sons, there was a daughter named Duhsala.""",6,7
10360,10466,"Book01_117","To whom was Dhritarashtra's daughter Duhsala married?","Duhsala was married to Jayadratha, the king of Sindhu.","Janamejaya said, 'Please recite the names of Dhritarashtra's sons according to the order of their birth.'
Vaisampayana said, 'Their names, O king, according to the order of birth, are Duryodhana, Yuyutsu, Duhsasana, Duhsaha, Duhsala, Jalasandha, Sama, Saha, Vinda and Anuvinda, Durdharsha, Suvahu, Dushpradharshana, Durmarshana and Durmukha, Dushkarna, and Karna; Vivinsati and Vikarna, Sala, Satwa, Sulochana, Chitra and Upachitra, Chitraksha, Charuchitra, Sarasana, Durmada and Durvigaha, Vivitsu, Vikatanana; Urnanabha and Sunabha, then Nandaka and Upanandaka; Chitravana, Chitravarman, Suvarman, Durvimochana; Ayovahu, Mahavahu, Chitranga, Chitrakundala, Bhimavega, Bhimavala, Balaki, Balavardhana, Ugrayudha; Bhima, Karna, Kanakaya, Dridhayudha, Dridhavarman, Dridhakshatra, Somakitri, Anudara; Dridhasandha, Jarasandha, Satyasandha, Sada, Suvak, Ugrasravas, Ugrasena, Senani, Dushparajaya, Aparajita, Kundasayin, Visalaksha, Duradhara; Dridhahasta, Suhasta, Vatavega, and Suvarchas; Adityaketu, Vahvashin, Nagadatta, Agrayayin; Kavachin, Krathana, Kunda, Kundadhara, Dhanurdhara; the heroes, Ugra and Bhimaratha, Viravahu, Alolupa; Abhaya, and Raudrakarman, and Dridharatha; Anadhrishya, Kundabhedin, Viravi, Dhirghalochana Pramatha, and Pramathi and the powerful Dhirgharoma; Dirghavahu, Mahavahu, Vyudhoru, Kanakadhvaja; Kundasi and Virajas. Besides these hundred sons, there was a daughter named Duhsala. All were heroes and Atirathas, and were well-skilled in warfare. All were learned in the Vedas, and all kinds of weapons. And, O, king, worthy wives were in time selected for all of them by Dhritarashtra after proper examination. And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu).'","""And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu).""",7,9
10361,10687,"Book01_176","What is the story of Vasishtha considered in all the three worlds?","The story of Vasishtha is regarded as a Purana (legend) in all the three worlds.","The Gandharva replied, 'O Partha, the story of Vasishtha is regarded as a Purana (legend) in all the three worlds. Listen to me as I recite it fully. There was, in Kanyakuvja, O bull of Bharata's race, a great king of worldwide fame named Gadhi, the son of Kusika. The virtuous Gadhi had a son named Viswamitra, that grinder of foes, possessing a large army and many animals and vehicles. And Viswamitra, accompanied by his ministers, used to roam in quest of deer through the deep woods and over picturesque marascetic penances the propitious lord Vivaswat, by the help of Vasishtha's (ascetic power). And Samvarana, that bull among men with due rites took Tapati's hand on that mountain-breast which was resorted to by the celestials and the Gandharvas. The royal sage, with the permission of Vasishtha, desired to sport with his wife on that mountain. And the king caused Vasishtha, to be proclaimed his regent in his capital and kingdom, in the woods and gardens. And bidding farewell unto the monarch, Vasishtha left him and went away. Samvarana, who sported on that mountain like a celestial, sported with his wife in the woods and the under-woods on that mountain for twelve full years. And, O best of the Bharatas, the god of a thousand eyes poured no rain for twelve years on the capital and on the kingdom of that monarch. Then, O chastiser of enemies, when that season of drought broke out, the people of that kingdom, as also the trees and lower animals began to die fast. And during the continuance of that dreadful drought, not even a drop of dew fell from the skies and no corn grew. And the inhabitants in despair, and afflicted with the fear of hunger, left their homes and fled away in all directions. And the famished people of the capital and the country began to abandon their wives and children and grew reckless of one another. The people being afflicted with hunger, without a morsel of food and reduced to skeletons, the capital looked very much like the city of the king of the dead, full of only ghostly beings. On beholding the capital reduced to such a state, the illustrious and virtuous and best of Rishis, Vasishtha was resolved upon applying a remedy and brought back unto the city that tiger among kings, Samvarana, along with his wife, after the latter had passed so long a period in solitude and seclusion. After the king had entered his capital, things became as before, for, when that tiger among kings came back to his own, the god of a thousand eyes, the slayer of Asuras, poured rain in abundance and caused corn to grow. Revivified by the foremost of virtuous souls the capital and the country became animated with extreme joy. The monarch, with his wife, Tapati, once more performed sacrifices for twelve years, like the lord Indra (god of rain) performing sacrifices with his wife, Sachi.'","""The Gandharva replied, 'O Partha, the story of Vasishtha is regarded as a Purana (legend) in all the three worlds.""",12,15
